Copyright Central Council of Church Bell Ringers, December 2011
Delight Minor methods

No.	Name	Notation	hl	le	lh	Tower bells	Place	Handbells	RW ref
12744	Marple	-34-14-12-16.34-34.	16	12	e	1960-02-23	Swepstone		60/189
12745	Braintree	-34-14-12-16.34-34.	16	16	h	1959-01-30	Loughborough Bellfoundry	1963-08-02	59/118 63/556
12746	Jozza	-34-14-12-16.34-34.	36	12	142563				10/345
12747	Willesden	-34-14-12-16.34-34.	56	12	f	1959-10-21	Langleybury		59/646
12748	Minster of the Moors	-34-14-12-16.34-34.	56	14	164235				05/1022
12749	Wragby	-34-14-12-16.34-34.	56	16	l	1950-03-04	Wragby (Lincs)		50/182
12750	Zeals	-34-14-12-16.34.1234.12.	56	12	f	2000-11-10	Corby		00/1215
12751	Holly	-34-14-12-16.34.1234.34.	16	16	m				11/158
12752	Sleepy	-34-14-12-16.34.1234.34.	56	12	f				01/1047
12753	Liana Jayne	-34-14-12-16.34.1234.34.	56	16	l				11/1069
12754	Ytterbium	-34-14-1256-16-12-	56	12	142563				05/380
12755	Lutetium	-34-14-1256-16-14-	56	12	a				05/380
12756	Mercury	-34-14-1256-16-34-	56	12	142563				05/431
12757	Hydrargyrum	-34-14-1256-16.34-12.	56	12	142563				05/431
12758	Hafnium	-34-14-1256-16.34-14.	36	12	154632				06/428
12759	Thallium	-34-14-1256-16.34-34.	56	12	142563				05/431
12760	Mogford	-34-14-56-16-12-	16	12	165324				87/94
12761	Sutton on the Hill	-34-14-56-16-12-	16	14	136524				99/928
12762	Bishops'	-34-14-56-16-12-	36	16	146532				
12763	Victor	-34-14-56-16-12-	56	14	145362				88/360
12764	Halse	-34-14-56-16-14-	16	12	f				74/777
12765	Bagborough	-34-14-56-16-14-	16	16	l				74/777
12766	Seven Twenty	-34-14-56-16-14-	56	12	a	1979-06-01	Woolton Hill		79/575
12767	Red Rose	-34-14-56-16-34-	36	16	m	1976-06-09	Woolton Hill		65/563 76/582
12768	Hinckley	-34-14-56-16-34-	56	14	145362				81/14
12769	Rievaulx	-34-14-56-16.34-12.	36	16	m				96/789
12770	St John's College	-34-14-56-16.34-12.	56	14	145362				94/470
12771	Hungover	-34-14-56-16.34-14.	36	12	e				86/1034
12772	Hangover	-34-14-56-16.34-14.	36	16	h				86/1034
12773	St Chad's College	-34-14-56-16.34-14.	56	12	142563				94/357
12774	Lydiate	-34-14-56-16.34-34.	16	12	e	1982-03-06	Broad Blunsdon		82/277
12775	Anston Pleasure	-34-14-56-16.34-34.	16	16	h				
12776	Cherry Red Peugeot	-34-14-56-16.34-34.	56	14	145362				94/389
12777	Maryland	-34-14.12-12.16-12-	16	12	b	2008-05-03	Princess Anne, MD		08/570
12778	Mears Ashby	-34-14.12-12.16-34-	36	16	m				10/148
12779	Hanging Houghton	-34-14.12-12.16.12-14.	56	12	f	2001-02-02	Brixworth		01/219
12780	Branston	-34-14.1256.56-16.12-34.	56	12	f	2003-04-05	Branston (Leics)		03/396
12781	Joel Oliver	-34-1456-12-16-12-	16	14	162534				10/396
12782	Accountancyisa	-34-1456-12-16-12-	36	12	f				89/1071
12783	Ringingwithoutanaccountantisa	-34-1456-12-16-12-	36	16	l				89/1071
12784	Pershore	-34-1456-12-16-12-	56	12	142563				82/353
12785	Jezebel	-34-1456-12-16-14-	16	16	146532				00/844
12786	Markanmo	-34-1456-12-16-14-	36	12	165324				89/572
12787	McCartney	-34-1456-12-16-14-	56	12	a				92/697
12788	Colgan	-34-1456-12-16-34-	36	16	134625				96/641
12789	Bredons Norton	-34-1456-12-16-34-	56	12	142563				82/353
12790	Laughton	-34-1456-12-16.34-12.	56	12	142563				86/147
12791	Dolly the Dog	-34-1456-12-16.34-14.	36	12	154632				01/221
12792	Muffin the Cat	-34-1456-12-16.34-14.	36	16	165243				01/224
12793	Wind	-34-1456-12-16.34-14.	56	14	145362				04/856
12794	Ichabod	-34-1456-12-16.34-34.	16	12	154632				00/845
12795	Zedekiah	-34-1456-12-16.34-34.	16	16	165243				00/970
12796	Pevensey Bay	-34-1456-12-16.34-34.	56	12	142563				86/147
12797	Mendelevium	-34-1456-1256-16-12-	56	12	f				06/428
12798	Nobelium	-34-1456-1256-16-14-	56	12	136245				06/428
12799	Lawrencium	-34-1456-1256-16-34-	56	12	f				06/428
12800	Kurchatovium	-34-1456-1256-16.34-12.	56	12	f				06/428
12801	Rutherfordium	-34-1456-1256-16.34-14.	56	16	146532				06/428
12802	Hahnium	-34-1456-1256-16.34-34.	56	12	f				06/428
12803	Buckland Brewer	-34-1456-56-16-12-	16	12	b	1983-11-06	Buckland Brewer		82/1058 83/1038
12804	Flop-a-long	-34-1456-56-16-12-	16	16	g				86/144
12805	Iodine	-34-1456-56-16-12-	56	14	146325				05/36
12806	Welford	-34-1456-56-16-12-	56	16	146532				75/362
12807	St Barbara's	-34-1456-56-16-14-	16	12	142563				91/356
12808	Withington	-34-1456-56-16-14-	56	12	136245				91/356
12809	Nankervis	-34-1456-56-16-34-	36	16	m				95/393
12810	Magnesium	-34-1456-56-16-34-	56	14	146325				04/1191
12811	Quinton	-34-1456-56-16-34-	56	16	146532				75/362
12812	St Julia's Hospice	-34-1456-56-16.34-12.	36	16	m				96/255
12813	Xenon	-34-1456-56-16.34-12.	56	14	146325				05/36
12814	Clifford Chambers	-34-1456-56-16.34-12.	56	16	146532				75/362
12815	Batten's	-34-1456-56-16.34-14.	36	12	154632				03/1005
12816	Sir Francis Drake's St Budeaux	-34-1456-56-16.34-14.	56	12	f				88/751
12817	Bozeat	-34-1456-56-16.34-34.	16	12	154632				97/548
12818	Caesium	-34-1456-56-16.34-34.	56	14	146325				05/36
12819	Childswickham	-34-1456-56-16.34-34.	56	16	146532				75/362
12820	HMS Illustrious	-34-16-12-1236-12-	16	14	152643				11/1118
12821	Hoar Cross	-34-16-12-1236-12-	16	16	152364	1969-11-01	Hoar Cross		69/934
12822	Holme Pierrepont	-34-16-12-1236-12-	36	12	136245				68/489 581
12823	Fulmer	-34-16-12-1236-14-	16	12	f	1964-09-16	Langleybury		64/670
12824	Cadoxton	-34-16-12-1236-14-	16	16	l	1965-11-25	Cadoxton		66/12
12825	Tirley	-34-16-12-1236-14-	36	12	142563				70/683
12826	HMS Dauntless	-34-16-12-1236-14-	36	14	154263				11/1118
12827	Finchampstead	-34-16-12-1236-14-	56	12	e	1965-02-03	Finchampstead		65/141
12828	Neath	-34-16-12-1236-14-	56	16	h	1965-12-02	Neath		66/13
12829	Dukeries	-34-16-12-1236-34-	16	12	165324				70/636
12830	HMS Diamond	-34-16-12-1236-34-	16	14	136524				11/1118
12831	Shelford	-34-16-12-1236-34-	36	12	a	1961-08-12	Little Shelford	1965-11-03	61/585 65/856
12832	Jolly	-34-16-12-1236.34-14.	36	16	g				08/1282
12833	Evening Star	-34-16-12-36-12-	16	12	b	1958-10-18	Elstree	1965-10-10	58/734 65/856
12834	Coventry	-34-16-12-36-12-	16	16	g	1959-11-19	Packington	1965-10-17	59/722 65/856
12835	London	-34-16-12-36-12-	36	12	136245	1969-12-09	Woolton Hill		55/572 70/17
12836	New Mill	-34-16-12-36-14-	16	14	146325				65/499
12837	Francis Goodwill	-34-16-12-36-14-	16	16	146532				65/294
12838	College	-34-16-12-36-14-	36	14	145362				
12839	Darton Exercise	-34-16-12-36-14-	56	12	154632	1982-03-27	Sandhurst (Kent)		65/262 82/320
12840	Morning Exercise	-34-16-12-36-14-	56	16	165243	1978-05-19	East Woodhay		55/572 78/522
12841	Anston	-34-16-12-36-34-	16	14	162534				
12842	Disley	-34-16-12-36-34-	36	12	a	1951-07-16	Tempsford	1965-10-27	V6/48 51/485 65/856
12843	Hadfield	-34-16-12-36.12-12.	36	12	136245				55/572
12844	Houghton	-34-16-12-36.12-14.	36	12	165324				55/572
12845	Clayton	-34-16-12-36.12-14.	36	14	136524				65/246
12846	Conisborough	-34-16-12-36.12-14.	56	12	e	1992-05-04	Radlett	2006-11-21	92/526 06/1199
12847	Richborough	-34-16-12-36.12-14.	56	16	h	1992-02-27	Litlington	2006-10-10	92/307 06/1128
12848	Spion Kop	-34-16-12-36.12-34.	16	12	165324				70/637
12849	Rishton	-34-16-12-36.12-34.	16	14	136524				65/577
12850	Europium	-34-16-12-36.12-34.	36	12	a				05/59
12851	Coronation	-34-16-12-36.14-12.	36	14	162534				
12852	Staverton	-34-16-12-36.14-12.	56	12	154632				67/721
12853	Blythe	-34-16-12-36.14-12.	56	16	165243				55/572
12854	Worcester	-34-16-12-36.14-14.	36	16	134625	1977-01-29	Pershore, St Andrew		55/572 77/165
12855	Chichester	-34-16-12-36.14-34.	16	16	134625				55/572
12856	Nostell	-34-16-12-36.14-34.	56	12	154632				55/572
12857	Pilsey	-34-16-12-36.14-34.	56	16	165243				55/572
12858	Lead	-34-16-1256-1236-12-	56	12	136245				05/431
12859	Dubnium	-34-16-1256-1236-14-	56	14	146325				06/428
12860	Plumbum	-34-16-1256-1236-34-	56	12	136245				05/431
12861	Seaborgium	-34-16-1256-36-12-	56	12	136245				06/428
12862	Nielsbohrium	-34-16-1256-36-14-	56	14	164235				06/428
12863	Bohrium	-34-16-1256-36-34-	56	12	136245				06/428
12864	Hassium	-34-16-1256-36.12-12.	56	12	136245				06/428
12865	Meitnerium	-34-16-1256-36.12-14.	56	14	146325				06/428
12866	Darmstadtium	-34-16-1256-36.12-34.	56	12	136245				06/428
12867	Bismuth	-34-16-1256-36.14-12.	56	14	164235				05/431
12868	Roentgenium	-34-16-1256-36.14-14.	56	12	136245				06/428
12869	Glucinium	-34-16-1256-36.14-34.	56	14	164235				06/428
12870	Queen Athaliah	-34-16-56-1236-12-	16	16	134625				00/844
12871	Linby	-34-16-56-1236-12-	56	12	136245				69/370
12872	Dodleston	-34-16-56-1236-14-	16	12	e				84/477
12873	Arlington	-34-16-56-1236-14-	16	16	h				99/661
12874	Combeinteignhead	-34-16-56-1236-14-	36	12	142563				85/352 616
12875	Send	-34-16-56-1236-14-	56	12	f				83/629
12876	Uzzah	-34-16-56-1236-14-	56	16	l				00/971
12877	Liquorice Allsorts	-34-16-56-1236-34-	16	14	162534				09/929
12878	Chailey	-34-16-56-1236-34-	36	12	a				85/372
12879	Brinsley	-34-16-56-1236-34-	56	12	136245				69/370
12880	Youths' Exercise	-34-16-56-36-12-	16	16	m				65/851
12881	Newstead	-34-16-56-36-12-	56	12	136245				69/370
12882	Evans	-34-16-56-36-14-	16	12	154632	1987-03-14	Eye (Herefords)		87/362
12883	Paul	-34-16-56-36-14-	16	16	165243				00/972
12884	Prince of Wales	-34-16-56-36-14-	36	14	145362				
12885	Titanium	-34-16-56-36-14-	56	14	146325				04/1258
12886	Burghclere	-34-16-56-36-14-	56	16	146532	1976-01-16	Burghclere		76/53 139
12887	Booker	-34-16-56-36-34-	16	12	165324				89/394
12888	Minster Bob	-34-16-56-36-34-	36	12	a				65/483
12889	Blidworth	-34-16-56-36-34-	56	12	136245				69/370
12890	Clipston	-34-16-56-36.12-12.	56	12	136245				69/370
12891	Harlestone	-34-16-56-36.12-14.	56	12	f				97/808
12892	Australia Day	-34-16-56-36.12-14.	56	16	l				07/150
12893	Holbeck	-34-16-56-36.12-34.	56	12	136245				69/370
12894	Vanadium	-34-16-56-36.14-12.	56	14	146325				04/1258
12895	Combe Florey	-34-16-56-36.14-12.	56	16	146532				74/777
12896	Ashted	-34-16-56-36.14-14.	56	12	136245				02/713
12897	Chromium	-34-16-56-36.14-34.	56	14	146325				04/1258
12898	Cothelstone	-34-16-56-36.14-34.	56	16	146532				74/777
12899	Duke of York	-36-14-12-16-12-	16	14	162534			1986-07-22	86/788
12900	Elston	-36-14-12-16-12-	36	12	f	1957-10-26	Stoke Prior (Worcs)		57/734
12901	Evening Exercise	-36-14-12-16-12-	36	14	164235				65/278
12902	Clarence	-36-14-12-16-12-	36	16	l	1992-08-01	Radlett		92/867
12903	York	-36-14-12-16-12-	56	16	134625				55/573
12904	Sprotborough	-36-14-12-16-14-	16	12	136245	1968-05-29	Beenham		65/139 169 68/508
12905	Burnaby	-36-14-12-16-14-	36	12	a	1955-03-05	Hoar Cross		V8/148 55/180
12906	Berrybrow	-36-14-12-16-14-	56	12	165324				55/573
12907	Lockwood	-36-14-12-16-14-	56	14	136524				65/413
12908	Kirkstall	-36-14-12-16-34-	16	12	e	1954-07-14	Ardeley		54/484
12909	London Victory	-36-14-12-16-34-	16	16	h	1958-05-10	Langleybury		58/344
12910	Stanhope	-36-14-12-16-34-	36	12	142563				64/177
12911	City	-36-14-12-16-34-	36	14	154263				65/246
12912	Queen Bess	-36-14-12-16-34-	56	16	134625	1998-10-13	Hartfield		55/573 98/1110
12913	Carfax	-36-14-12-16-34.1234.	56	16	134625				10/224
12914	TR Williams Stereo	-36-14-12-16.12-12.	36	12	f				09/313
12915	Katerina	-36-14-12-16.12-14.	16	12	e				02/627
12916	Brimmer	-36-14-12-16.12-14.	56	12	b				94/1054 1122 95/102
12917	Barrowden	-36-14-12-16.12-14.	56	16	g				10/594
12918	All Fools	-36-14-12-16.34-12.	36	12	142563	1970-04-01	Kingston on Soar		70/338
12919	HMS Edinburgh	-36-14-12-16.34-12.	36	14	154263				11/1140
12920	Eyam	-36-14-12-16.34-12.	56	16	134625	1986-11-23	Eyam		65/278 87/11
12921	Kimberworth	-36-14-12-16.34-14.	36	12	154632				55/573
12922	Scholes	-36-14-12-16.34-14.	36	16	165243				55/573
12923	Burslem	-36-14-12-16.34-14.	56	12	b	1962-12-28	Stisted	2007-01-30	21/368 63/50 07/290
12924	Shelley	-36-14-12-16.34-14.	56	14	135642				
12925	Waltham	-36-14-12-16.34-14.	56	16	g	1992-06-20	Radlett	2007-05-16	92/660 07/592
12926	Midhope	-36-14-12-16.34-34.	16	12	154632				55/573
12927	Flouch	-36-14-12-16.34-34.	16	16	165243				55/573
12928	AC/DC	-36-14-12-16.34-34.	36	12	f				09/1145
12929	Holden	-36-14-12-16.34-34.	36	16	l				10/396
12930	Hoylandswaine	-36-14-12-16.34-34.	56	16	134625				55/573
12931	Church Lawford	-36-14-12-16.34.1234.14.	56	12	b	2004-01-25	Church Lawford		04/179
12932	King's Newnham	-36-14-12-16.34.1234.14.	56	16	g				06/306
12933	Unnilunium	-36-14-1256-16-12-	56	14	164235				06/428
12934	Unnilbium	-36-14-1256-16-14-	56	14	146325				06/428
12935	Polonium	-36-14-1256-16-34-	56	14	164235				05/431
12936	Astatine	-36-14-1256-16.34-12.	56	14	164235				05/431
12937	Unniltrium	-36-14-1256-16.34-14.	56	12	136245				06/428
12938	Radon	-36-14-1256-16.34-34.	56	14	164235				05/431
12939	Verity and Stuart's Wedding	-36-14-56-16-12-	16	14	145362				08/47
12940	Ombersley	-36-14-56-16-12-	36	12	b	1979-08-08	Earls Croome		79/762
12941	Gillian's	-36-14-56-16-12-	36	14	135642				08/47
12942	Morning	-36-14-56-16-12-	36	16	g				
12943	Blaisdon	-36-14-56-16-12-	56	12	136245				75/362
12944	Ringers' Victory	-36-14-56-16-14-	16	16	134625				65/577
12945	Dale Abbey	-36-14-56-16-14-	36	16	m				96/73
12946	Brothwell's	-36-14-56-16-14-	56	14	146325				65/883
12947	Richard and Lesley's Anniversary	-36-14-56-16-14-	56	16	146532				02/900
12948	Maisemore	-36-14-56-16-34-	16	12	e	1998-06-09	Hartfield		74/1025 98/675
12949	Cheapside Bob	-36-14-56-16-34-	16	16	h				65/246
12950	Navigators'	-36-14-56-16-34-	36	16	152364				65/499
12951	Longhope	-36-14-56-16-34-	56	12	136245	1977-01-19	Baughurst		75/362 77/143
12952	Littledean	-36-14-56-16.34-12.	56	12	136245				75/362
12953	Dwyle Flonking	-36-14-56-16.34-14.	36	12	154632				03/782
12954	Friday Evening	-36-14-56-16.34-14.	56	12	f				85/879
12955	Townsend	-36-14-56-16.34-14.	56	16	l				06/282
12956	Fleming	-36-14-56-16.34-34.	16	12	154632				76/524
12957	Huntley	-36-14-56-16.34-34.	56	12	136245				75/362
12958	Piddington	-36-14-56-16.34.1234.14.	56	12	f	2001-01-12	Piddington (Northants)		01/137
12959	Yelvertoft	-36-14.12-12.16-12-	16	12	a	2001-08-03	Yelvertoft		01/854
12960	Mys Whevrer	-36-14.12-12.16-12-	56	12	b				01/386
12961	Mys Metheven	-36-14.12-12.16-12.1234.	56	12	b				01/820
12962	Drogo Castle	-36-14.12-12.16-14-	16	12	f				02/321
12963	Exeter International Airport	-36-14.12-12.16-34-	16	12	e				02/556
12964	Mys Genver	-36-14.12-12.16-34-	56	12	b				01/387
12965	Mys Me	-36-14.12-12.16-34.1234.	56	12	b				02/1062
12966	Mys Gortheren	-36-14.12-12.16.12-12.	56	12	b				01/808
12967	Mys Est	-36-14.12-12.16.12-34.	56	12	b				01/906
12968	East Carlton	-36-14.12-12.16.1234.34-	16	12	a	2001-10-07	East Carlton		01/1069
12969	Junction 15A	-36-14.12-12.16.1234.34-	56	12	b	2006-06-02	West Hunsbury		06/598
12970	Mys Gwyngala	-36-14.12-12.16.1234.34.1234.	56	12	b				01/1025
12971	Ringstead	-36-14.12-12.16.14-14.	56	12	b	2002-04-02	Ringstead		02/485
12972	Mys Ebrel	-36-14.12-12.16.34-12.	56	12	b				01/618
12973	Pipesmoke	-36-14.12-12.16.34-14.	16	12	a	2001-03-02	Harpole		01/298
12974	Mys Merth	-36-14.12-12.16.34-34.	56	12	b				02/1062
12975	Pitsford	-36-14.12-12.16.34-34.	56	16	g				06/767
12976	Lucas	-36-14.12-12.16.34.1234.12.	56	12	b				05/607
12977	Upper Boddington	-36-14.56-56.16-34-	56	12	b	2011-04-16	Upper Boddington		11/490
12978	Croxden	-36-1456-12-16-12-	16	16	m				95/1278
12979	Cherry-Garrard	-36-1456-12-16-12-	36	16	134625				03/566
12980	Antarctica	-36-1456-12-16-12-	56	12	f	1979-10-06	Broad Blunsdon		79/933
12981	Amber Louise	-36-1456-12-16-12-	56	16	l				03/543
12982	Hamlet	-36-1456-12-16-14-	16	12	b				83/1022
12983	Montgomery	-36-1456-12-16-14-	16	16	g	2007-10-14	Greyabbey		07/1144
12984	Nitrogen	-36-1456-12-16-14-	56	14	146325				04/856
12985	Big Ben	-36-1456-12-16-14-	56	16	146532				08/501
12986	Nettleton	-36-1456-12-16-34-	16	12	e				83/469
12987	Yule	-36-1456-12-16-34-	16	16	h				08/47
12988	Sutton Place	-36-1456-12-16-34-	36	12	142563				83/520
12989	Oxford	-36-1456-12-16-34-	56	12	f				76/289
12990	Ivel	-36-1456-12-16-34-	56	16	l	1997-12-04	Hammerwood		88/740 1080 98/62
12991	Mash's Ruby	-36-1456-12-16.34-12.	36	12	142563				11/1140
12992	Hammerwood	-36-1456-12-16.34-12.	56	12	f	1997-10-28	Hammerwood		97/1198
12993	Jenny Wren	-36-1456-12-16.34-12.	56	16	l				99/335
12994	Hydrangea	-36-1456-12-16.34-14.	16	16	m				04/856
12995	Hydrogen	-36-1456-12-16.34-14.	56	12	136245				04/856
12996	Fancy	-36-1456-12-16.34-34.	56	12	f	1997-07-26	Hammerwood		82/976 97/852
12997	Scott	-36-1456-12-16.34-34.	56	16	l				03/566
12998	Tantalum	-36-1456-1256-16-12-	56	16	134625				05/380
12999	Tungsten	-36-1456-1256-16-14-	56	12	165324				05/380
13000	Unnilquadium	-36-1456-1256-16-34-	56	16	134625				06/428
13001	Unnilpentium	-36-1456-1256-16.34-12.	56	16	134625				06/428
13002	Wolfram	-36-1456-1256-16.34-14.	56	14	135642				05/380
13003	Unnilhexium	-36-1456-1256-16.34-34.	56	16	134625				06/428
13004	Swynnerton	-36-1456-56-16-12-	16	12	a	1999-01-26	Hammerwood		87/76 99/169
13005	Dengie	-36-1456-56-16-12-	36	12	136245				84/857
13006	College Green	-36-1456-56-16-12-	56	12	b	2001-07-10	Hammerwood		69/912 01/757
13007	Offenham	-36-1456-56-16-12-	56	16	g				75/362
13008	Beer	-36-1456-56-16-12.1234.	56	12	b				00/997
13009	Ensor	-36-1456-56-16-14-	16	12	f				82/470
13010	Bingley	-36-1456-56-16-14-	16	16	l				97/867
13011	Esbester	-36-1456-56-16-14-	56	12	165324				80/1013
13012	Lady Charlotte	-36-1456-56-16-34-	16	12	e	2000-08-25	Gayton		80/794 00/941
13013	Captain Clark	-36-1456-56-16-34-	16	16	h				65/246
13014	Turnon	-36-1456-56-16-34-	56	12	b	1999-03-09	Hammerwood		69/912 99/364
13015	Cleeve Prior	-36-1456-56-16-34-	56	16	g				75/362
13016	Mys Hedra	-36-1456-56-16-34.1234.	56	12	b				01/227
13017	Day	-36-1456-56-16.12-12.	56	12	b				00/855 997
13018	Quatt	-36-1456-56-16.12-34.	56	12	b	2000-09-29	Orlingbury		00/1067
13019	Overstone	-36-1456-56-16.12.1234.34.	56	12	b	2000-10-27	Spratton		00/1161
13020	Greczko	-36-1456-56-16.1234.12-	56	12	b				01/1074
13021	Mys Kevardhu	-36-1456-56-16.1234.34.1234.	56	12	b				01/228
13022	Bethersden	-36-1456-56-16.14-12.	56	12	165324				05/1174
13023	Smarden	-36-1456-56-16.14-34.	56	12	165324				05/1174
13024	Turkish	-36-1456-56-16.34-12.	56	12	b	1969-12-05	Sandridge		69/912 70/94
13025	Littleton	-36-1456-56-16.34-12.	56	16	g				75/362
13026	Aluminium	-36-1456-56-16.34-14.	56	16	134625				04/1191
13027	Cabot	-36-1456-56-16.34-34.	56	12	b	2000-09-08	Arthingworth		69/912 00/1036
13028	Cropthorne	-36-1456-56-16.34-34.	56	16	g				75/362
13029	Soixante	-36-1456-56-16.34.1234.12.	56	12	b	2000-10-06	Yardley Hastings		00/1089
13030	Mys Du	-36-1456-56-16.34.1234.34.	56	12	b				01/225
13031	Shepheard-Walwyn	-36-16-12-1236-12-	16	14	162534				81/252
13032	Orston	-36-16-12-1236-12-	36	12	165324				68/489 581
13033	HMS Liverpool	-36-16-12-1236-12-	36	14	136524				
13034	Stisted	-36-16-12-1236-12-	56	12	e	1960-07-31	Stisted		60/557
13035	Danbury	-36-16-12-1236-12-	56	16	h	1961-01-28	Danbury		61/108
13036	Kempsey	-36-16-12-1236-14-	16	16	134625	1977-09-17	Kempsey		70/956 77/914
13037	Cogenhoe	-36-16-12-1236-14-	36	12	f	1965-04-10	Cogenhoe		65/334 379
13038	Pattishall	-36-16-12-1236-14-	36	16	l	1967-07-10	Cold Higham		67/521
13039	Earls Croome	-36-16-12-1236-14-	56	12	154632				70/857
13040	Hanley Castle	-36-16-12-1236-14-	56	16	165243				70/876
13041	Morton	-36-16-12-1236-34-	16	14	145362				01/226
13042	HMS York	-36-16-12-1236-34-	36	14	146325				
13043	Hanley Swan	-36-16-12-1236-34-	36	16	146532				70/956
13044	Pebmarsh	-36-16-12-1236-34-	56	12	e	1973-07-15	Pebmarsh		62/259 73/637
13045	Hatherop	-36-16-12-1236-34-	56	16	h	1966-04-28	Neath		64/790 66/364 403
13046	Ely	-36-16-12-36-12-	16	12	a	1970-09-25	Harston (Cambs)		70/839
13047	Whatton-in-the-Vale	-36-16-12-36-12-	36	12	165324				68/489 581
13048	Darfield Pleasure	-36-16-12-36-12-	36	14	136524				65/262
13049	Wilmslow	-36-16-12-36-12-	56	12	e	1970-07-25	Downe		V6/48 70/639
13050	Balmoral	-36-16-12-36-12-	56	16	h	1986-12-31	Binsted		87/132
13051	Francis Genius	-36-16-12-36-14-	16	12	b	1979-01-06	Radlett		79/140
13052	Darfield Exercise	-36-16-12-36-14-	16	14	135642				65/262
13053	Cambridge	-36-16-12-36-14-	16	16	g	1992-02-15	Harston (Cambs)		92/260
13054	Tulip	-36-16-12-36-14-	36	12	136245				65/798
13055	Dover	-36-16-12-36-34-	16	16	m	1992-02-22	Radlett		92/307
13056	Luda	-36-16-12-36-34-	36	14	146325				65/467
13057	Walsh's	-36-16-12-36-34-	36	16	146532				55/572
13058	Bogedone	-36-16-12-36-34-	56	12	e	1969-02-15	Langleybury		69/228
13059	Fotheringay	-36-16-12-36-34-	56	16	h	1992-04-11	Radlett		92/455
13060	Strines	-36-16-12-36.12-12.	36	12	165324				
13061	Dinting	-36-16-12-36.12-12.	36	14	136524				65/262
13062	Rostherne	-36-16-12-36.12-12.	56	12	e	1989-12-02	Collingbourne Kingston		V6/48 90/68
13063	Chepstow	-36-16-12-36.12-12.	56	16	h	1992-03-21	Radlett		92/379
13064	Plevnor	-36-16-12-36.12-14.	36	14	145362				65/547
13065	Poynton	-36-16-12-36.12-14.	56	12	154632				80/825
13066	Strathmoor	-36-16-12-36.12-14.	56	16	165243				55/572
13067	New Wath	-36-16-12-36.12-34.	16	14	145362				
13068	Knutsford	-36-16-12-36.12-34.	56	12	e	1992-08-29	Radlett		V6/328 92/940
13069	Skipton	-36-16-12-36.12-34.	56	16	h	1992-06-24	Harston (Cambs)		92/698
13070	Belvoir	-36-16-12-36.14-12.	36	16	m	1992-07-18	Radlett		92/796
13071	Bristol	-36-16-12-36.14-14.	36	12	142563				55/572
13072	Enderby	-36-16-12-36.14-14.	36	14	154263				65/278
13073	Dunedin	-36-16-12-36.14-14.	56	12	e	1954-08-18	Hinxworth		54/580
13074	Pevensey	-36-16-12-36.14-14.	56	16	h	1975-11-21	Westham		75/1042
13075	Lichfield	-36-16-12-36.14-34.	16	12	142563				55/572
13076	Gamston	-36-16-12-36.14-34.	16	14	154263				65/339
13077	Erbium	-36-16-12-36.14-34.	36	16	134625				05/60
13078	Unnilseptium	-36-16-1256-1236-12-	56	12	165324				06/428
13079	Rhenium	-36-16-1256-1236-14-	56	12	b				05/380
13080	Unniloctium	-36-16-1256-1236-34-	56	12	165324				06/428
13081	Osmium	-36-16-1256-36-12-	56	12	165324				05/380
13082	Unnilnovium	-36-16-1256-36-14-	36	12	f				06/428
13083	Ununnilium	-36-16-1256-36-34-	56	12	165324				06/428
13084	Unununium	-36-16-1256-36.12-12.	56	12	165324				06/428
13085	Iridium	-36-16-1256-36.12-14.	56	12	b				05/380
13086	Ununbium	-36-16-1256-36.12-34.	56	12	165324				06/428
13087	Ununtrium	-36-16-1256-36.14-12.	36	16	m				06/428
13088	Ununquadium	-36-16-1256-36.14-14.	56	12	165324				06/428
13089	Platinum	-36-16-1256-36.14-34.	16	12	a				05/380
13090	Morwenstow	-36-16-56-1236-12-	16	12	142563				91/885
13091	Kersall	-36-16-56-1236-12-	36	12	e				69/594
13092	Oxton	-36-16-56-1236-12-	36	16	h				69/594
13093	Boughton	-36-16-56-1236-12-	56	12	165324				69/594
13094	Frampton Cotterell	-36-16-56-1236-14-	16	12	154632	1980-05-03	Frampton Cotterell		80/464
13095	Dyrham	-36-16-56-1236-14-	16	16	165243				82/974
13096	Monkberry Moon	-36-16-56-1236-14-	36	12	f				92/697
13097	Yelnow	-36-16-56-1236-14-	36	16	l	1999-08-10	Hartfield		94/321 99/875
13098	Manganese	-36-16-56-1236-14-	56	16	134625				04/1258
13099	Bolingbroke	-36-16-56-1236-34-	16	16	m				94/240
13100	Hollybush	-36-16-56-1236-34-	36	16	146532				02/113
13101	Ollerton	-36-16-56-1236-34-	56	12	165324				69/594
13102	Ringing at Bene't's is a	-36-16-56-36-12-	16	16	152364				10/174
13103	Ompton	-36-16-56-36-12-	36	12	e				69/594
13104	Staythorpe	-36-16-56-36-12-	36	16	h				69/594
13105	Egmanton	-36-16-56-36-12-	56	12	165324				69/594
13106	Ringers' Pleasure	-36-16-56-36-14-	36	12	136245				65/577
13107	Somerton	-36-16-56-36-14-	56	12	b				65/578
13108	Slippery When Wet	-36-16-56-36-14-	56	14	135642				11/896
13109	Bishop Michael's	-36-16-56-36-14-	56	16	g				08/341
13110	Silkstone	-36-16-56-36-34-	16	14	145362				65/665
13111	St Wilford	-36-16-56-36-34-	36	16	146532				
13112	Kirton	-36-16-56-36-34-	56	12	165324				69/594
