Copyright Central Council of Church Bell Ringers, December 2011
Surprise Major methods

No.	Name	Notation	hl	le	lh	fch	Tower bells	Place	Handbells	RW ref

5252	Abbots Bromley	-34-14-12-1236-12-123458-12.56.	18	18	m	BDK	1997-09-27	Abbots Bromley		97/1122 1255
5253	Fryerning	-34-14-12-1238-12-1238-12-	38	12	a	BD	1994-11-20	Great Holland		94/1272
5254	Hobgoblin	-34-14-12-1238-14-58-16-	78	12	d	BDG/c	2009-03-19	Overton		09/406
5255	Hathern	-34-14-12-1238-14-58-16-	78	18	j	BDG/c	1996-03-05	Loughborough Bellfoundry		96/354
5256	Moose	-34-14-12-1238-34-1238-34-	18	18	m	BD	1999-10-10	Gressenhall		99/1042
5257	Cranborne Chase	-34-14-12-16-12-1258-16-	58	18	j	BD	2008-08-09	Cranborne		08/915
5258	Priddy Fair	-34-14-12-16-12-3458-1234-	78	18	l	BD	1995-03-18	Yatton		95/419
5259	Evora	-34-14-12-16-12-58-12-	18	12	e	BD	Spliced			10/842
5260	Broxbourne	-34-14-12-16-12-58.14-14.	78	12	f	BDK	1990-03-24	Broxbourne		90/438
5261	Stretford	-34-14-12-16-12-58.14-14.	78	18	l	BDK	1976-08-24	Stretford		76/802
5262	Eucalyptus	-34-14-12-16-12.34.58-12.34.	18	12	e	BD	Spliced			09/926
5263	Folly Hall	-34-14-12-16-1234-58-1234-	18	18	k	BD	2008-11-29	Northowram		08/1307
5264	Midhopestones	-34-14-12-16-1234-58-56-	18	18	m	BD	2009-09-18	Bolsterstone		09/1023
5265	Gloucestershire	-34-14-12-16-34-58-34-	78	12	f	BD/a	1958-08-15	East Hagbourne	1991-10-27	58/603 658 91/1139
5266	Nantwich	-34-14-12-16-34-58-34-	78	18	l	BD/a	1965-12-13	Edenham		66/11
5267	Fairfield	-34-14-12-16.34-34.58.34-34.	78	12	f	BD/a	1963-07-10	Fairfield		63/521
5268	Goring	-34-14-12-36-12-58.12.56.34.	18	18	m	BDK	1999-04-24	Arundel		70/195 99/533
5269	Annable's London	-34-14-12-36-14-58-16-	58	18	j	BDN/d	1993-03-06	East Molesey		93/519
5270	Norwich City FC	-34-14-12-36-34-3458-14-	38	18	k	BD/d	2011-08-05	Holt		11/870
5271	Clarendon	-34-14-12-36-34-58-14-	18	18	k	BD/c	1926-08-30	Hazel Grove		26/563 567
5272	Three Point Turn	-34-14-12-36.12.34-1238.56-14.	38	18	m	BDFK	Spliced			11/340
5273	Warkworth Castle	-34-14-12-36.14-12.58.16-14.	58	18	m	BDFU/d	2002-06-29	Broadchalke		02/737 831
5274	Westminster	-34-14-12-38-12-38-12-	38	12	a	BD	1975-11-05	Highclere	1981-08-18	75/997 81/871
5275	Eves	-34-14-12-38-12-58-14-	58	12	f	BD/c	1996-07-21	Terling		96/908
5276	Quodlibet	-34-14-12-38-12-58-14-	58	18	l	BD/c	2008-04-15	Leeds, St Anne	1998-02-04	98/188 275 08/524
5277	Alton	-34-14-12-38-14-1258-14-	58	12	f	BDK/d	1983-02-05	Alton (Hants), St Lawrence		80/121 83/184
5278	Love Bug	-34-14-12-38-14-1458-36-	78	18	j	BDE/d	2002-04-06	Bromley	2002-01-19	02/140 480
5279	York Way	-34-14-12-38-14-58-56-	38	18	k	BD/d			2007-01-25	07/217
5280	Erophobia	-34-14-12-38-34-38-16-	78	18	j	BD/Y	1999-03-06	Bromley	1997-10-01	97/1052 99/290
5281	Norwich	-34-14-12-38-34-38-34-	18	18	m	BD	1967-04-08	Staines, St Mary	1978-09-25	67/310 78/915
5282	Watergate	-34-14-12-38-34-58-14-	58	12	f	BD/c	1984-05-08	Woolwich		84/496
5283	Portsmouth	-34-14-12-38-34-58-14-	58	18	l	BD/c	1954-07-07	Fobbing		54/466
5284	Allendale	-34-14-12-38.12-12.38.12-12.	38	12	a	BD	1995-02-11	East Molesey		95/250
5285	Queenhithe	-34-14-12-38.12-14.38.14-12.	38	18	m	BD/ce	1978-09-22	Harrow Weald		78/893
5286	Navesberie	-34-14-12-38.14-12.38-34-	38	18	m	BD/ad	1995-07-21	Haselbech		95/864
5287	Mahoganous	-34-14-12-38.14-14.58.16-14.	78	18	j	BDKM/d	2006-11-08	Grundisburgh		06/1150
5288	Rougemont Castle	-34-14-1256-1238-12-58-12-	18	12	b	BDE	2010-12-09	Huntsham		11/10
5289	Steel City	-34-14-1256-36.12-14.38.16-12.	38	18	m	BDE/c	1994-06-26	Dore		94/738
5290	Wark	-34-14-1256-36.14-12.58.16-14.	58	18	m	DEK/X	1987-08-11	Burton Latimer		87/794
5291	Launceston Castle	-34-14-1256-38-12-3458-34-	18	12	b	BDE/a	2010-05-06	Huntsham		10/545
5292	Enderby	-34-14-1258-16-14-38-14-	38	12	b	DNOT	1964-07-24	Enderby		64/550
5293	Yoicks	-34-14-1258-36-14-38.56-56.	78	12	d	DOT	2003-11-18	Loughborough Bellfoundry		03/1163
5294	Ludlow Castle	-34-14-56-1238-12-123458-1234-	18	12	b	BD/a	2010-07-08	Huntsham		10/762
5295	Tregenna Castle	-34-14-56-1238-12-1258-12-	18	12	b	BD/a	2010-11-25	Huntsham		10/1257
5296	Lulworth Castle	-34-14-56-1238-12-3458-34-	18	12	b	BD/a	2010-10-21	Huntsham		10/1133
5297	Doppler	-34-14-56-36-34-58-56-	18	18	13462857				2003-12-12	04/36
5298	Madrassa	-34-14-56-36.12-14.58-14.36.	18	18	m	BDEK/a	Spliced			08/914
5299	Excalibur	-34-14-56-36.14-12.38.56.12.34.	18	18	m	BD/ac	1992-05-08	Heywood		92/529
5300	Llanstephan Castle	-34-14-56-38-12-123458-34-	18	12	b	BD/a	2010-10-28	Huntsham		10/1157
5301	Llandovery Castle	-34-14-56-38-12-3458-1234-	18	12	b	BD/a	2010-05-20	Huntsham		10/593
5302	Potomac	-34-14-56-38-12-58-12-	18	12	b	BD/a	1995-07-04	Washington, DC, Old Post Office		95/791 971
5303	Yukon	-34-14-56-38-12-58-12-	18	18	g	BD/a	1997-11-25	Loughborough Bellfoundry		98/10
5304	Manorbier Castle	-34-14-56-38-34-58-34-	18	12	b	D/a	2010-11-04	Huntsham		10/1181
5305	Shanklin	-34-14-58-1236-14-38.16-16.	38	18	m	DGO/c	1990-05-25	Meldreth		88/441 90/606
5306	Margidunum	-34-14-58-16-12-1258-34-	38	18	m	D/ac	1977-04-10	Cleckheaton		77/386
5307	St Dunstan's	-34-14-58-16-12-3458-12-	38	18	m	D/c	1988-05-21	Hunsdon		88/574 663
5308	Xyster	-34-14-58-16-12-38-16-	38	12	f	DO/c	1988-07-07	Leicester, St Mary de Castro		88/752 793
5309	Openwoodgate	-34-14-58-16-12-58-34-	38	18	m	D/ac	1990-03-24	Belper		90/400
5310	Brinklow	-34-14-58-16-14-38.14.56.14.	38	18	k	DO/cd	1951-11-24	Willesden		51/802 53/317
5311	Redyng	-34-14-58-16-14-58-36-	58	18	h	DGO/c	2001-12-09	Reading, St Mary		02/33
5312	Middlestown	-34-14-58-16-34-1258-12-	38	18	m	D/ac	1985-06-22	Thornhill		85/628
5313	Long Eaton	-34-14-58-16-34-1458-34-	18	18	m	D/ac	1967-04-29	Long Eaton		67/345
5314	Ilminster	-34-14-58-16-34-38-16-	78	12	d	D/acY	1964-04-20	Sutterton		64/422
5315	Stanmore	-34-14-58-16-34-38-16-	78	18	j	D/acY	1950-07-22	Stanmore		50/483 496
5316	Merryhill	-34-14-58-16-34-58-12-	18	18	13462857		1983-05-05	Bushey		83/450
5317	Killamarsh	-34-14-58-16-34-58-12-	38	18	m	D/ac	1936-04-18	Wath-on-Dearne		36/269
5318	Endangered Spaces	-34-14-58-16-34-58-16-	38	12	f	D/acZ	1996-10-13	Drayton (Oxon)		96/1104 97/103
5319	Edmonton	-34-14-58-16-34-58-16-	38	18	l	D/acZ	1952-04-12	Edmonton		52/259 359
5320	Morden	-34-14-58-16-34-58.16-16.	38	12	b	D/acZ	1984-11-24	Harrow Weald		84/1104 85/168
5321	Queensland	-34-14-58-16-34-58.16-16.	38	18	g	D/acZ	1955-07-14	Willesden		55/467 478
5322	Combretovium	-34-14-58-16.34-14.38.14.36.14.	58	18	m	D/acef	1979-12-29	Mytholmroyd		80/95
5323	Navio	-34-14-58-16.34-14.58-14-	38	18	m	D/ace	1977-12-31	Conisbrough		78/104
5324	Vernalis	-34-14-58-16.34-34.1258-34-	38	18	m	D/ac	1988-05-07	Farnworth-with-Kearsley		88/531
5325	Spinis	-34-14-58-16.34-34.1258.34-12.	38	18	m	D/ac	1978-03-11	Greasley		78/290
5326	Bravonium	-34-14-58-16.34-34.58-34-	38	18	m	D/ac	1978-08-12	Huntington		78/778
5327	Gloucester	-34-14-58-36-12-58-34-	18	18	m	BD/c	1897-06-17	Gloucester, St Michael	1963-06-18	BN V16/103 RW 63/460
5328	Samaritan	-34-14-58-36-14-1258-14-	38	18	m	DN/ce	2004-07-24	Harthill		04/781
5329	Isley Walton	-34-14-58-36-34-1258-16-	38	12	f	DO/c	1998-08-04	Loughborough Bellfoundry		98/869
5330	Jod	-34-14-58-36-34-1458-34-	38	18	m	D/ac	1979-11-16	Bristol Cathedral		79/1085
5331	Bingley	-34-14-58-36-34-38-14-	58	12	f	D/c	1993-11-03	Leeds, St Anne		93/1170
5332	Gloucester and Bristol	-34-14-58-36.14-14.58-14-	18	18	m	DN/c			2002-06-06	02/714
5333	Brigantia	-34-14-58-38-12-1258.36.12-	18	18	m	BD/cf	1978-04-15	Rothwell (Yorks)		78/399
5334	Habitancum	-34-14-58-38-12-58.16-12.	38	18	m	BD/cZ	1981-01-31	Balderton		81/191
5335	Lothario	-34-14-58-38.14-14.38-14-	18	18	l	DFN/c	Spliced			08/37
5336	Segedunum	-34-14.58-12.36-14-1458-14-	38	18	m	BDK/c	1981-03-21	Dore		81/347
5337	Moridunum	-34-14.58-12.36-14-58.14-14.	38	18	m	BDK/c	1978-11-18	Whitworth		78/1105
5338	Ulladulla	-34-14.58-12.36.12-12.58.14-12.	38	18	m	BDK/c	2003-09-02	Burton Latimer		03/902
5339	Carnonacae	-34-14.58-12.36.12-14.58.34-14.	38	18	m	BD/cd	1994-09-10	Sprotborough		94/1026
5340	Jada	-34-14.58-12.36.14-14.38.16.34.16.	58	18	m	BDK/c	1981-07-25	Elveden		81/851
5341	Cardiff	-34-14.58-12.36.14-14.58-14-	38	18	m	BDK/c	1959-03-05	Willesden	1996-08-07	59/183 96/1084
5342	Augusta	-34-14.58-12.38-14-1458-14.36.	58	18	m	BDK/cZ	1983-11-05	Birstall (Yorks)		83/997
5343	Jasper	-34-14.58-12.38-14-38.16-14.	38	18	m	BDIK/cd	1998-01-14	Barrow Gurney		98/109
5344	Erasipteron Bolsoveri	-34-14.58-12.38-34-1458-12.36.	18	18	m	BD/ac	1978-04-29	Bolsover		78/443
5345	Marlborough Street	-34-14.58-12.38-34-1458.36-34.	78	12	f	BDE/ac	Spliced			03/226
5346	Bannovalium	-34-14.58-12.38-34-1458.36.12-	18	18	m	BD/ac	1995-11-04	Batley		95/1254
5347	Ure	-34-14.58-12.38.12-14.38.14-1256.	38	18	m	BDK/c	1996-03-30	Rothwell (Yorks)		96/467
5348	Orcades	-34-14.58-12.38.12-14.38.14.56.12.	38	18	m	BD/c	1979-03-03	Eastwood (Notts)		79/288
5349	Adron	-34-14.58-12.38.12-14.58-34.16.	38	18	m	BDE/c	1995-02-25	Birstall (Yorks)		95/328
5350	Singapore	-34-14.58-12.38.12-14.58.34.56.14.	38	18	m	BCD/ce	2000-08-08	Burton Latimer		00/965
5351	Congavata Aballava	-34-14.58-12.38.14-12.58-14.36.	18	18	m	BDKN/cd	1983-07-16	Birstall (Yorks)		83/650
5352	Lugovalium	-34-14.58-12.38.14-12.58.16-14.	58	18	m	BDEK/cX	1977-03-05	Heptonstall		77/299
5353	Whitemoor	-34-14.58-12.38.14-14.58-14.36.	58	18	m	BDK/cZ	1989-08-26	Aspley (Notts)		89/865
5354	Beauchief	-34-14.58-12.38.14-14.58-14.56.	38	18	m	BDKN/c	1995-12-11	Balcombe		96/69
5355	Beaulieu	-34-14.58-12.38.14-14.58.14-14.	58	12	a	BDK/c	1995-10-30	Turners Hill		95/1229
5356	Tixover	-34-14.58-12.38.14-14.58.36.12.36.	18	18	j	BDK/ce	1990-08-18	Weedon Bec		90/1008
5357	Follifoot	-34-14.58-58.1236-34-38.16-12.	38	18	m	D/acZ	1976-06-26	Harrogate, St Peter		76/697
5358	Mediolanum	-34-14.58-58.16-12-58.36.12-	38	18	m	D/cX	1980-03-29	Dore		80/357
5359	Axium	-34-14.58-58.16-14-38-14.36.	58	18	m	DE/bce	1989-08-12	Belper		89/824
5360	Belgium	-34-14.58-58.36-34-38.12-16.	38	18	m	BD/acZ	1979-10-01	Farnworth-with-Kearsley		79/996
5361	Eton	-34-14.58-58.36.14-14.58-56-	18	18	18764253		1978-06-06	Bushey		78/584
5362	Vine Street	-34-1456-1258-38-12-1258-16.34.	18	12	a	BDIN/e	Spliced			03/226
5363	Broadgreen	-34-1456-56-1238-1234-1258-14-	58	12	f	DF/ac	2011-10-16	Swindon, St Mark		11/1115
5364	Yarhampton	-34-1456-56-1238-14-1258-14-	58	12	f	DK/ad	2009-01-27	Longcot		09/178
5365	Oxenwood	-34-1456-56-1238-34-58-14-	58	12	f	BD/ac	2011-01-20	Stratton St Margaret		11/133
5366	Eggplant	-34-1456-56-36-14-58-14-	18	12	e	D/ac	Spliced			09/1070
5367	Sapphire	-34-1456-56-36-14-58-14-	18	18	k	D/ac	1993-09-15	Barrow Gurney		93/1072
5368	Pentonville Road	-34-1456-56-38-14-1458-14-	58	12	f	D/ac	2006-01-19	Stratton St Margaret		04/57 06/128
5369	Roundway	-34-1456-56-38-14-3458-12-	58	12	f	D/ac	2008-08-02	East Ilsley		08/889
5370	Endeavour	-34-1456-56-38-34-1258-14-	58	12	f	BD/ac	2011-09-17	Oxford, Lincoln College		11/1018
5371	Swindon Centenary	-34-1456-56-38-34-3458-14-	58	12	f	BD/ac	2011-12-02	Swindon, St Mark		
5372	Islip	-34-1456-58-16-12-38.56.14.56.	78	12	c	DK/a	1964-10-25	Kirtlington		64/767
5373	La Moye	-34-1456-58-36-14-1458-14-	18	18	m	DKN	Spliced			02/519
5374	Hemel Hempstead	-34-1458-12-16-12-1238-14-	78	12	d	BD/c	1985-07-27	Bushey		85/746
5375	Mamucium	-34-1458-12-16-12-58-34-	18	18	m	BD/a	1976-04-24	Barnsley (Yorks)		76/419
5376	Salinae	-34-1458-12-16-12-58.14-12.	38	18	m	BD/e	1977-01-22	Conisbrough		77/165
5377	Durolipons	-34-1458-12-16-34-1258.34-14.	38	18	m	BD/ae	1976-11-20	Penistone		76/1054
5378	Tadcaster	-34-1458-12-16-34-1258.34-34.	18	18	m	BD/a	1978-02-04	Tadcaster		78/209
5379	Lagentium	-34-1458-12-16-34-1458-34-	38	18	m	BD/a	1975-03-29	Scofton-with-Osberton		75/361
5380	Hoole	-34-1458-12-16-34-38.14-14.	58	12	f	BD/ac	1964-02-03	Surfleet		64/161
5381	Worlingworth	-34-1458-12-16-34-38.14-14.	58	18	l	BD/ac	1987-12-19	Worlingworth		88/110 211
5382	Bernicia	-34-1458-12-16-34-58-12-	18	18	m	BD/a	1975-08-30	Kirkburton		75/790
5383	Evdomida	-34-1458-12-16-34-58-1236-	38	12	f	BD/af	2004-12-14	Loughborough Bellfoundry		05/8
5384	Armis	-34-1458-12-16.34-12.58.34-14.	38	18	m	BD/ae	1989-04-29	Thornhill		89/509
5385	Moina	-34-1458-12-16.34-34.1258-34-	18	18	m	BD/a	1988-03-19	Thorne		88/397
5386	Kingsclere	-34-1458-12-36-12-38-16-	38	12	f	BD/f	1964-03-18	North Stoneham		64/258
5387	Xena	-34-1458-12-36-34-38.12-14.	58	12	f	BD/c	2006-11-11	Islip (Oxon)		06/1152
5388	Osleset	-34-1458-12-38-12-38.14.56.14.	38	18	m	BD/e	1977-10-01	Ossett		77/934
5389	Canonium	-34-1458-12-38-12-58.36.12-	18	18	m	BD/f	1979-05-05	Lincoln, St Giles		79/545
5390	Zinnia	-34-1458-12-38.12-12.58.16-12.	38	18	m	BD/Z	1980-09-13	Heptonstall		80/902
5391	Moonstone	-34-1458-12.58.16-12-1258-16-	58	18	j	BDT	1994-04-27	Barrow Gurney		94/585
5392	Southport	-34-1458-1256-16-14-1458-16-	58	12	a	CD/cX	1956-08-25	Southport, Christ Church		56/563
5393	Joule	-34-1458-1256-36.14-12.58.14-12.	58	12	f	CDK/ad	1989-07-07	Willesden		89/755
5394	Savernake Forest	-34-1458-56-1236-14-1258-14-	58	12	f	BDK/d	2008-02-21	East Ilsley		08/314
5395	Milston	-34-1458-56-1236-34-58-14-	58	12	f	BD/c	2007-02-26	Swindon, St Mark		07/266
5396	December	-34-1458-56-1238-34-1458-56-	58	12	f	BD	1976-12-06	Pendlebury	1986-12-04	77/52 87/61
5397	Vobster	-34-1458-56-16-12-58-14-	58	12	f	BDK	1964-04-06	Surfleet		64/279
5398	Oxyrhynchus	-34-1458-56-16-12-58-36-	18	12	b	BDO			1997-04-14	97/540
5399	Winnie the Pooh	-34-1458-56-16-14-1238-12-	78	12	d	BD/d	2005-07-12	Marston Bigot, Pig-le-Tower		05/718
5400	Rossetti	-34-1458-56-16-14-1458-16-	58	12	a	BDE/d	1982-07-04	Sudbury, St Gregory		82/640
5401	June	-34-1458-56-16-14-38-12-	78	12	d	BD/d	1976-06-14	Salford, Sacred Trinity	1986-06-15	76/717 86/632
5402	Trafalgar	-34-1458-56-16-14-38-16-	58	12	b	BD/d	1963-10-21	Fulney		63/754
5403	Banewella	-34-1458-56-16-14-38-16-	58	18	g	BD/d	1970-12-12	Banwell		71/29
5404	Bodicote	-34-1458-56-16-14-38-16.34.	58	12	b	BDE/d	1976-04-20	Bodicote		76/418
5405	Edenham	-34-1458-56-16-14-38-56-	78	12	d	BD/d	1963-04-22	Edenham		63/335
5406	Grimsthorpe	-34-1458-56-16-14-38-56-	78	18	j	BD/d	1966-03-28	Edenham		66/251
5407	Wittering	-34-1458-56-16-14-38.56-56.	18	12	c	BD/d	1963-12-16	Surfleet		64/11
5408	Zaporozhye	-34-1458-56-16-34-1458-34-	58	12	f	BD/a	1973-06-24	Hingham (Norfolk)		73/557
5409	Alopecia	-34-1458-56-16-34-38-56-	18	12	e	BD	1991-04-06	Twickenham, St Mary		91/519
5410	Wadworth	-34-1458-56-16-34-58-14-	58	12	f	BDK	1978-10-17	Barrow Gurney		78/962
5411	Theddlethorpe	-34-1458-56-16.34-14.58.14-14.	58	12	f	BDK	1973-06-03	Milnrow		73/537
5412	Burcombe	-34-1458-56-36-12-1258-14-	58	12	f	BD/c	2007-07-07	East Ilsley		07/761
5413	Jenufa	-34-1458-56-36-12-38-12-	38	12	a	BD	1974-09-15	Salehurst		74/837 75/60
5414	Tidcombe	-34-1458-56-36-14-1258-34-	58	12	f	BD/c	2007-06-16	Islip (Oxon)		07/713
5415	Oundle	-34-1458-56-36-14-1458-14-	58	12	f	BD/c	1964-05-11	Fulney	1992-09-21	64/422 92/1062
5416	Mevagissey	-34-1458-56-36-14-38-12-	18	12	b	BD/ac	1964-01-20	Edenham		64/161
5417	Midsummer's Eve	-34-1458-56-36-14-38-16-	18	12	a	BDO/c			1997-06-23	97/710
5418	Amnesty	-34-1458-56-36-14-58.14-14.	58	12	f	BD/c	1988-12-10	Willesden		89/60
5419	Uffington	-34-1458-56-36-34-1458-16-	78	12	d	BD/Y	1965-02-15	Pinchbeck		65/171
5420	Great Portland Street	-34-1458-56-36.14-14.58-56-	18	12	e	BD/c			1998-04-20	98/652
5421	Wankie	-34-1458-56-36.14-14.58.36-16.	58	12	b	BD/bcd	1972-06-10	London, St Olave, Hart Street		72/541
5422	Kakadu	-34-1458-56-38.14-14.58-14-	18	18	m	BD/c	1991-02-10	Sydney, NSW, St Mary's Cathedral		91/241
5423	Hunsdon	-34-1458-58-36-14-1458-56-	18	18	18764253		1985-04-06	Hunsdon		85/478
5424	Boothgate	-34-1458-58-38-34-1258-36.14.	38	18	m	DE/abc	1990-09-22	Belper		90/1034
5425	Pons Aelius	-34-16-12-38.14-14.38-36-	58	18	m	BD/be	1977-01-15	Campsall		77/120
5426	Zonda	-34-16-12.58.16-14-58-36.12.	38	12	d	BDT/cd	Spliced			09/1070
5427	Icknield	-34-16-1258-36-14-58-34-	18	12	a	D/abd	1955-01-20	Birmingham Cathedral		55/68 252
5428	Unnilquadium	-34-16-56-16-12-1258-14-	18	18	k	D/ac	1989-07-26	Barrow Gurney		89/779
5429	Hobart	-34-16-56-38-12-38-34-	18	18	m	BD/a	1957-05-26	Dorchester (Oxon)		57/374
5430	Finchley	-34-16-56-38-14-38-36-	58	18	m	DN/ad	1956-06-07	Willesden		56/388
5431	Lithium	-34-16-56-38-14-58-16-	78	12	d	D/adY	1979-12-27	Twerton-on-Avon		80/144
5432	Tavistock	-34-16-56-38-14-58-16-	78	18	j	D/adY	1949-10-31	Conisbrough	1997-06-30	49/551 97/758
5433	Goole	-34-16-56-38-14-58.16-16.	78	18	j	D/adY	1963-01-26	Conisbrough		63/114
5434	Firwood	-34-16-56-38.14-14.38-16-	58	12	b	BD/ad	1979-08-31	Deane (Lancs)		79/849
5435	Wakefield	-34-16-56-38.14-14.38-16-	58	18	g	BD/ad	1950-03-27	Wath-on-Dearne		50/227
5436	Europium	-34-16-56-38.14-14.38-34-	78	18	j	D/ad	1982-02-03	Barrow Gurney		82/192
5437	Shaftesbury	-34-16-56-38.14-14.38.14-14.	78	18	j	D/acd	1985-01-08	Meldreth		85/132
5438	Moulding	-34-16-58-16-14-38-1256-	58	12	b	DK/be	1996-10-02	Heywood		96/1150
5439	Hamer	-34-16-58-16-14-38-56-	58	12	b	D/be	1994-04-20	Heywood		94/535
5440	Peine	-34-16-58-16-14-38-56-	58	18	g	D/be	1992-05-21	Heywood		92/599
5441	New Hall	-34.58.14-58-16.34-34.58.34.56-	38	18	m	D/c	1990-08-10	Meldreth		84/622 90/983
5442	Taunton	-34.58.14-58-36-14-58-14-	18	12	e	D/c	1969-06-05	Willesden		69/529
5443	Reigate	-34.58.14-58-36-14-58-14-	18	18	k	D/c	1968-11-28	Willesden		69/11
5444	Liechtenstein	-34.58.14-58-36-14-58.12-34.	78	18	l	BD/ac	Spliced			08/37
5445	Liversedge	-34.58.14-58-36.14-14.58-1456-	18	18	m	D/c	2006-05-21	Liversedge		06/551
5446	Canard	-34.58.14-58-38-14-58.14-14.	58	18	l	D/c	2010-02-13	Northampton, Holy Sepulchre		10/243
5447	Douglas	-34.58.14-58-38.14-14.38.14-14.	78	18	j	DK/c	1998-04-14	Chiddingfold		98/484
5448	St Edmundsbury	-34.58.14-58-38.14-14.38.56.34-	18	12	e	BD/ac	1997-01-06	Steyning		97/145
5449	Zele	-34.58.14-58-38.14-14.38.56.34-	18	18	k	BD/ac	1993-07-10	Petworth		91/119 93/882
5450	Northampton	-34.58.14-58-38.14-14.58-14-	58	12	f	D/c	1921-06-28	Oswaldtwistle	2005-07-28	21/394 413 467 05/795
5451	Therfield	-34.58.14-58-38.14-14.58-14-	58	18	l	D/c	1990-11-06	Meldreth		90/1169
5452	Clitheroe	-34.58.16-12-36-14-58-34.16.	58	12	b	BD/cZ	1999-03-28	Burnley		99/387
5453	Salisbury	-34.58.16-12-36.14-14.38-34-	18	12	d	BD/c	1961-10-05	Willesden		61/725
5454	Thurston	-34.58.16-12-36.14-14.38-34-	18	18	j	BD/c	1965-11-04	Willesden		65/782
5455	Southampton	-34.58.16-56-38-34-38.14-16.	38	18	m	D/aeZ	1960-12-08	Willesden		60/859
5456	Clere	-34.58.16-56-38-34-58.16-56.	78	12	f	BD/a	1984-03-08	Highclere		84/280
5457	Ecclesall	-3456-14-12-38-12-58-16-	78	18	h	B	2007-10-03	Dore		07/1169
5458	Battlefield	-3456-14-56-38-34-1258-14-	58	18	l	B/ac	1992-12-19	Rawmarsh		93/104
5459	Tang Hall	-3456-16.58-12.38.14-14.58.14-14.	58	12	a	B/c	2010-09-18	York, St Lawrence		10/1040
5460	Winchmore Hill	-3456-16.58-58.1236-14-58.14-14.	78	18	h	B/c	2008-01-21	Amersham		08/217
5461	Rawmarsh	-3456-16.58-58.16-12-38-14-	58	18	k	B/c	2010-08-08	Rawmarsh		10/866
5462	Lund's Court	-3456-16.58-58.16-12-38.14-56.	18	12	d	B/c	2009-02-04	York, St Lawrence		09/203
5463	Brownie Dyke	-3456-16.58-58.16-14-1458-14-	18	12	b	B/c	2008-04-02	York, St Laurence		08/443
5464	Broadsword	-3456-16.58-58.36-14-38.16-16.	38	18	g	BE/cd	1995-12-17	Todmorden, St Mary		96/69
5465	Australis	-3458-14-12.58.16-12-1258-16-	58	18	j	BDT	1991-12-10	Sydney, NSW, St Philip		92/81
5466	Creeton	-3458-14-56-16-12-58-14-	58	12	f	BDK	2010-03-03	Sproxton		10/294
5467	Kanga	-3458-14-56-16-14-38-16-	58	12	b	BD/d	2002-11-19	Marston Bigot, Pig-le-Tower		02/1231
5468	Roo	-3458-14-56-16-14-38-16-	58	18	g	BD/d	2003-08-12	Marston Bigot, Pig-le-Tower		03/831
5469	Whitehaven	-3458-14-56-36-14-58-16-	78	12	d	BDG/c	1995-03-20	Packwood		93/1084 95/418
5470	Balcombe	-3458-14-58-1236-14-38-34-	18	12	f	D/ce	1975-02-22	Balcombe		75/238
5471	Grinning Rat	-3458-14.58-58.36-12-38-14-	58	12	c	BD/c	1993-10-03	Keighley		93/1073
5472	Llanbedr Gwynllwg	-3458-14.58-58.36-14-1458-14-	18	18	m	D/c	1999-03-19	Peterstone Wentloog		99/529
5473	Bristol Parkway	-3458-14.58-58.36.14-14.58-14-	18	18	m	D/c	1995-07-01	Meldreth		95/790
5474	Bolney	-3458-1456-12-16-34-38-16-	58	12	c	BD/ab	1975-03-08	Bolney		75/261
5475	Woodchurch	-3458-1456-58-16-34-1258-34-	18	12	b	D/ad	1987-01-24	Woodchurch (Cheshire)		87/243
5476	Electric	-3458-1458-58-16-12-1258.34.16-	58	18	l	DN/c	Spliced			04/57
5477	Ceredigion	-3458-1458-58-36-14-1458-14-	18	18	m	D/c	2000-02-07	Aberavon		00/375
5478	Afan	-3458-1458-58-36.14-14.58-14-	18	18	m	D/c	2000-05-03	Aberavon		00/622
5479	Chadderton	-36-14-12-16-12-1458-1256-	18	18	m	BDEG	2007-02-09	Middleton (Lancs)		91/395 07/218
5480	Rushmoor	-36-14-12-16-34-38-12-	78	12	f	BDE/a	1993-12-31	Trumpington		72/559 94/130
5481	Mornington Crescent	-36-14-12-36-34-38-34-	38	12	e	DE/a			2007-05-20	07/717
5482	Birmingham	-36-14-12-38-12-38-14-	78	12	b	DEL	1960-01-09	Handsworth (Staffs)		60/67
5483	Red Tilapia	-36-14-12.58.36-14-58-36-	18	18	g	DE/d	Spliced			11/340
5484	Hat and Feathers	-36-14-12.58.36.14.78-58-36-	78	12	d	DE/d	Spliced			83/426
5485	Berne	-36-14-1258-1236-14-1258-1236-	18	12	a	E/ad	2010-06-13	Marston Bigot, Pig-le-Tower		10/665
5486	Westray	-36-14-1258-1236-14-1258-1236-	78	12	b	E/ad	1964-04-25	Godmanchester		63/521 64/331
5487	Oxney	-36-14-1258-1236-14-1258-36-	78	12	b	E/d	1963-09-16	Loughborough Bellfoundry		63/521 667
5488	Clwyd	-36-14-1258-1236-14-1258-36.12.	78	12	b	E/ad	1981-04-11	Ewell		63/521 81/407
5489	Millfield	-36-14-1258-1236-14-1258-36.12.	78	18	g	E/ad	1983-05-18	South Wigston		83/515
5490	Caldy	-36-14-1258-1236-14-58-1236-	78	12	b	E/ad	1971-06-12	Port Sunlight		63/521 71/640
